2025-08-19 11:53:41,444 DEBUG Using selector: EpollSelector
2025-08-19 11:57:57,775 DEBUG  ROS Time: 207 |  tasks: 0 | active robots: 10
2025-08-19 11:57:59,777 DEBUG  ROS Time: 209 |  tasks: 0 | active robots: 10
2025-08-19 11:58:01,782 DEBUG  ROS Time: 211 |  tasks: 0 | active robots: 10
2025-08-19 11:58:03,784 DEBUG  ROS Time: 212 |  tasks: 0 | active robots: 10
2025-08-19 11:58:05,786 DEBUG  ROS Time: 214 |  tasks: 0 | active robots: 10
2025-08-19 11:58:07,792 DEBUG  ROS Time: 216 |  tasks: 0 | active robots: 10
2025-08-19 11:58:09,794 DEBUG  ROS Time: 218 |  tasks: 0 | active robots: 10
2025-08-19 11:58:11,796 DEBUG  ROS Time: 219 |  tasks: 0 | active robots: 10
2025-08-19 11:58:13,798 DEBUG  ROS Time: 221 |  tasks: 0 | active robots: 10
2025-08-19 11:58:15,801 DEBUG  ROS Time: 224 |  tasks: 0 | active robots: 10
2025-08-19 11:58:17,803 DEBUG  ROS Time: 227 |  tasks: 0 | active robots: 10
2025-08-19 11:58:19,806 DEBUG  ROS Time: 231 |  tasks: 0 | active robots: 10
2025-08-19 11:58:21,808 DEBUG  ROS Time: 233 |  tasks: 0 | active robots: 10
2025-08-19 11:58:23,811 DEBUG  ROS Time: 235 |  tasks: 0 | active robots: 10
2025-08-19 11:58:25,817 DEBUG  ROS Time: 237 |  tasks: 0 | active robots: 10
2025-08-19 11:58:27,819 DEBUG  ROS Time: 239 |  tasks: 0 | active robots: 10
2025-08-19 11:58:29,822 DEBUG  ROS Time: 240 |  tasks: 0 | active robots: 10
2025-08-19 11:58:31,826 DEBUG  ROS Time: 242 |  tasks: 0 | active robots: 10
2025-08-19 11:58:33,828 DEBUG  ROS Time: 244 |  tasks: 0 | active robots: 10
2025-08-19 11:58:35,832 DEBUG  ROS Time: 246 |  tasks: 0 | active robots: 10
2025-08-19 11:58:37,835 DEBUG  ROS Time: 247 |  tasks: 0 | active robots: 10
2025-08-19 11:58:39,841 DEBUG  ROS Time: 249 |  tasks: 0 | active robots: 10
2025-08-19 11:58:41,844 DEBUG  ROS Time: 251 |  tasks: 0 | active robots: 10
2025-08-19 11:58:43,846 DEBUG  ROS Time: 253 |  tasks: 0 | active robots: 10
2025-08-19 11:58:45,849 DEBUG  ROS Time: 254 |  tasks: 0 | active robots: 10
2025-08-19 11:58:47,851 DEBUG  ROS Time: 255 |  tasks: 0 | active robots: 10
2025-08-19 11:58:49,854 DEBUG  ROS Time: 259 |  tasks: 0 | active robots: 10
2025-08-19 11:58:51,856 DEBUG  ROS Time: 261 |  tasks: 0 | active robots: 10
2025-08-19 11:58:53,858 DEBUG  ROS Time: 263 |  tasks: 0 | active robots: 10
